sale_id,product_id,customer_id,sales_date,discount,final_price
351,6,86,2024-03-13,0.0,179.0
352,1,56,2024-04-14,0.0,149.0
353,1,46,2024-04-05,0.05,141.55
354,15,84,2024-06-23,0.0,299.0
355,9,58,2024-07-05,0.0,599.0
356,15,119,2024-10-03,0.1,269.1
357,2,106,2024-12-03,0.05,189.05
358,1,55,2024-06-26,0.1,134.1
359,15,43,2024-02-05,0.05,284.05
360,15,34,2024-12-03,0.15,254.15
361,5,107,2024-09-01,0.15,109.65
362,12,15,2024-11-18,0.1,152.1
363,11,37,2024-03-04,0.05,616.55
364,6,52,2024-03-03,0.05,170.05
365,5,115,2024-08-12,0.1,116.1
366,6,74,2024-11-07,0.05,170.05
367,1,11,2024-04-14,0.0,149.0
368,8,70,2024-09-25,0.05,151.05
369,2,6,2024-05-01,0.1,179.1
370,3,99,2024-07-29,0.05,474.05
371,11,33,2024-06-13,0.1,584.1
372,3,28,2024-05-23,0.05,474.05
373,8,48,2024-01-29,0.1,143.1
374,11,97,2024-09-08,0.1,584.1
375,8,44,2024-01-19,0.0,159.0
376,4,119,2024-01-01,0.05,664.05
377,11,8,2024-01-22,0.05,616.55
378,7,29,2024-08-13,0.1,404.1
379,2,24,2024-06-09,0.0,199.0
380,9,80,2024-03-05,0.05,569.05
381,5,16,2024-09-17,0.05,122.55
382,2,2,2024-11-24,0.05,189.05
383,14,19,2024-02-09,0.1,89.1
384,7,61,2024-08-25,0.15,381.65
385,15,75,2024-04-11,0.0,299.0
386,6,14,2024-08-12,0.1,161.1
387,10,96,2024-12-03,0.0,189.0
388,11,38,2024-11-03,0.1,584.1
389,1,97,2024-03-05,0.05,141.55
390,4,73,2024-07-17,0.15,594.15
391,2,104,2024-07-10,0.05,189.05
392,4,88,2024-12-13,0.0,699.0
393,15,116,2024-07-11,0.15,254.15
394,8,31,2024-12-18,0.15,135.15
395,8,113,2024-12-21,0.0,159.0
396,8,45,2024-12-03,0.15,135.15
397,6,119,2024-03-03,0.2,143.2
398,4,73,2024-12-13,0.05,664.05
399,7,69,2024-05-31,0.05,426.55
400,15,37,2024-05-25,0.0,299.0
401,14,27,2024-06-03,0.0,99.0
402,4,16,2024-07-06,0.1,629.1
403,6,108,2024-07-25,0.15,152.15
404,2,50,2024-05-29,0.0,199.0
405,6,119,2024-07-06,0.15,152.15
406,10,14,2024-02-08,0.0,189.0
407,2,52,2024-08-12,0.05,189.05
408,4,89,2024-01-20,0.0,699.0
409,14,5,2024-04-14,0.05,94.05
410,10,101,2024-08-10,0.0,189.0
411,2,16,2024-05-26,0.05,189.05
412,6,61,2024-12-25,0.0,179.0
413,14,61,2024-08-10,0.2,79.2
414,7,20,2024-05-12,0.15,381.65
415,11,66,2024-05-15,0.05,616.55
416,14,13,2024-10-23,0.0,99.0
417,2,86,2024-06-27,0.0,199.0
418,6,84,2024-10-25,0.15,152.15
419,1,35,2024-02-08,0.1,134.1
420,15,101,2024-05-25,0.05,284.05
421,8,68,2024-05-28,0.1,143.1
422,1,34,2024-06-18,0.3,104.3
423,15,84,2024-05-29,0.05,284.05
424,13,10,2024-09-02,0.0,549.0
425,11,65,2024-09-18,0.3,454.3
426,4,30,2024-08-10,0.1,629.1
427,1,60,2024-06-28,0.2,119.2
428,13,76,2024-10-11,0.0,549.0
429,7,3,2024-10-04,0.1,404.1
430,3,15,2024-06-16,0.1,449.1
431,8,42,2024-06-23,0.05,151.05
432,11,24,2024-09-02,0.05,616.55
433,6,27,2024-03-24,0.1,161.1
434,15,47,2024-06-10,0.0,299.0
435,2,111,2024-11-21,0.1,179.1
436,1,1,2024-01-30,0.0,149.0
437,1,110,2024-10-13,0.05,141.55
438,3,98,2024-03-02,0.05,474.05
439,7,57,2024-03-24,0.3,314.3
440,6,14,2024-07-09,0.15,152.15
441,15,29,2024-05-09,0.1,269.1
442,14,85,2024-04-08,0.0,99.0
443,15,60,2024-11-02,0.05,284.05
444,14,57,2024-10-29,0.1,89.1
445,13,91,2024-10-17,0.05,521.55
446,10,22,2024-12-05,0.05,179.55
447,2,75,2024-02-04,0.05,189.05
448,6,101,2024-11-30,0.1,161.1
449,15,19,2024-03-04,0.0,299.0
450,4,19,2024-11-14,0.05,664.05
451,11,7,2024-07-10,0.05,616.55
452,7,61,2024-03-23,0.05,426.55
453,5,76,2024-09-07,0.15,109.65
454,11,118,2024-11-16,0.2,519.2
455,8,116,2024-07-31,0.2,127.2
456,14,50,2024-08-04,0.15,84.15
457,2,73,2024-08-25,0.15,169.15
458,15,81,2024-12-02,0.15,254.15
459,7,72,2024-02-19,0.1,404.1
460,1,119,2024-01-10,0.3,104.3
461,4,114,2024-04-12,0.05,664.05
462,2,1,2024-03-21,0.05,189.05
463,4,77,2024-12-31,0.15,594.15
464,1,109,2024-05-14,0.0,149.0
465,9,7,2024-06-08,0.05,569.05
466,15,67,2024-04-11,0.0,299.0
467,15,19,2024-08-28,0.1,269.1
468,14,50,2024-05-28,0.2,79.2
469,15,1,2024-01-20,0.1,269.1
470,6,52,2024-07-22,0.0,179.0
471,2,87,2024-11-19,0.15,169.15
472,5,27,2024-02-08,0.0,129.0
473,4,68,2024-08-25,0.15,594.15
474,3,63,2024-07-10,0.1,449.1
475,3,25,2024-05-20,0.1,449.1
476,14,104,2024-06-17,0.0,99.0
477,1,105,2024-11-11,0.15,126.65
478,15,63,2024-07-22,0.0,299.0
479,3,101,2024-06-01,0.15,424.15
480,12,69,2024-07-03,0.1,152.1
481,11,52,2024-03-20,0.15,551.65
482,15,105,2024-07-12,0.0,299.0
483,15,84,2024-01-27,0.05,284.05
484,1,82,2024-06-09,0.2,119.2
485,3,8,2024-06-14,0.0,499.0
486,8,108,2024-11-15,0.0,159.0
487,10,39,2024-08-03,0.1,170.1
488,1,47,2024-02-12,0.0,149.0
489,15,12,2024-04-17,0.15,254.15
490,4,98,2024-11-10,0.1,629.1
491,10,31,2024-03-08,0.1,170.1
492,12,12,2024-09-15,0.0,169.0
493,8,41,2024-08-16,0.0,159.0
494,1,26,2024-04-01,0.2,119.2
495,11,51,2024-08-02,0.1,584.1
496,12,93,2024-06-11,0.1,152.1
497,15,12,2024-12-23,0.05,284.05
498,6,107,2024-07-15,0.05,170.05
499,15,53,2024-09-01,0.0,299.0
500,12,52,2024-12-15,0.1,152.1
501,5,25,2024-02-01,0.1,116.1
502,7,45,2024-06-21,0.15,381.65
503,1,53,2024-10-16,0.05,141.55
504,8,17,2024-07-27,0.05,151.05
505,14,95,2024-12-10,0.15,84.15
506,14,116,2024-11-19,0.15,84.15
507,9,21,2024-01-10,0.0,599.0
508,9,18,2024-06-30,0.05,569.05
509,12,96,2024-12-24,0.15,143.65
510,2,40,2024-01-20,0.0,199.0
511,1,29,2024-03-04,0.3,104.3
512,11,63,2024-03-27,0.05,616.55
513,2,1,2024-02-08,0.0,199.0
514,8,100,2024-05-16,0.1,143.1
515,6,36,2024-02-14,0.1,161.1
516,4,22,2024-09-16,0.1,629.1
517,1,92,2024-11-11,0.1,134.1
518,5,120,2024-05-25,0.1,116.1
519,9,23,2024-08-12,0.15,509.15
520,5,10,2024-11-30,0.05,122.55
521,10,8,2024-07-28,0.05,179.55
522,15,106,2024-12-18,0.0,299.0
523,4,92,2024-08-02,0.05,664.05
524,6,98,2024-09-13,0.2,143.2
525,2,13,2024-10-25,0.0,199.0
526,15,23,2024-05-30,0.0,299.0
527,9,94,2024-09-26,0.05,569.05
528,1,19,2024-05-02,0.2,119.2
529,10,108,2024-11-22,0.0,189.0
530,13,51,2024-06-26,0.15,466.65
531,2,24,2024-12-26,0.1,179.1
532,6,22,2024-01-24,0.15,152.15
533,13,119,2024-12-15,0.15,466.65
534,12,97,2024-11-07,0.0,169.0
535,13,102,2024-11-12,0.1,494.1
536,9,58,2024-06-03,0.1,539.1
537,9,92,2024-09-11,0.1,539.1
538,5,11,2024-08-31,0.0,129.0
539,7,16,2024-12-24,0.0,449.0
540,9,27,2024-05-06,0.0,599.0
541,15,72,2024-10-15,0.05,284.05
542,12,115,2024-06-13,0.1,152.1
543,8,58,2024-04-27,0.0,159.0
544,10,35,2024-12-03,0.3,132.3
545,14,104,2024-07-29,0.05,94.05
546,13,89,2024-03-16,0.15,466.65
547,3,88,2024-11-19,0.05,474.05
548,1,70,2024-10-02,0.1,134.1
549,1,76,2024-11-22,0.15,126.65
550,10,91,2024-11-07,0.0,189.0
551,10,48,2024-12-08,0.15,160.65
552,13,57,2024-11-21,0.1,494.1
553,11,93,2024-10-24,0.2,519.2
554,6,85,2024-01-01,0.05,170.05
555,4,16,2024-03-17,0.05,664.05
556,6,52,2024-02-20,0.05,170.05
557,6,72,2024-09-20,0.05,170.05
558,3,56,2024-01-20,0.05,474.05
559,3,51,2024-06-15,0.1,449.1
560,11,82,2024-03-13,0.0,649.0
561,8,66,2024-09-03,0.0,159.0
562,4,54,2024-09-15,0.0,699.0
563,2,19,2024-07-29,0.05,189.05
564,4,66,2024-03-23,0.1,629.1
565,14,92,2024-08-29,0.3,69.3
566,10,26,2024-05-22,0.05,179.55
567,4,41,2024-03-11,0.0,699.0
568,7,37,2024-06-03,0.15,381.65
569,15,72,2024-07-13,0.15,254.15
570,3,52,2024-07-02,0.1,449.1
571,4,3,2024-06-22,0.05,664.05
572,2,82,2024-08-16,0.05,189.05
573,10,5,2024-04-16,0.15,160.65
574,14,3,2024-04-16,0.0,99.0
575,9,71,2024-03-20,0.05,569.05
576,1,45,2024-02-03,0.0,149.0
577,3,39,2024-11-15,0.0,499.0
578,4,19,2024-01-16,0.05,664.05
579,8,115,2024-08-18,0.05,151.05
580,11,95,2024-01-15,0.1,584.1
581,10,85,2024-05-02,0.05,179.55
582,12,100,2024-02-05,0.1,152.1
583,11,10,2024-05-23,0.1,584.1
584,3,106,2024-02-14,0.1,449.1
585,8,32,2024-04-19,0.0,159.0
586,10,35,2024-03-17,0.05,179.55
587,8,1,2024-10-13,0.0,159.0
588,2,43,2024-11-18,0.0,199.0
589,11,69,2024-11-27,0.1,584.1
590,5,63,2024-10-27,0.0,129.0
591,14,12,2024-11-20,0.05,94.05
592,13,84,2024-08-24,0.1,494.1
593,11,3,2024-10-24,0.3,454.3
594,15,90,2024-12-10,0.15,254.15
595,12,88,2024-07-24,0.1,152.1
596,14,56,2024-05-09,0.1,89.1
597,8,80,2024-11-26,0.1,143.1
598,5,109,2024-03-15,0.0,129.0
599,8,20,2024-09-24,0.1,143.1
600,15,9,2024-12-16,0.15,254.15
601,9,84,2024-08-07,0.1,539.1
602,11,34,2024-05-21,0.0,649.0
603,15,2,2024-05-10,0.15,254.15
604,1,117,2024-07-16,0.0,149.0
605,3,13,2024-10-19,0.05,474.05
606,8,84,2024-07-02,0.05,151.05
607,5,90,2024-05-08,0.1,116.1
608,4,39,2024-08-09,0.05,664.05
609,8,16,2024-02-19,0.0,159.0
610,4,53,2024-09-01,0.0,699.0
611,8,36,2024-01-16,0.0,159.0
612,1,15,2024-07-28,0.2,119.2
613,14,41,2024-09-29,0.0,99.0
614,8,107,2024-11-09,0.15,135.15
615,7,78,2024-10-02,0.1,404.1
616,14,66,2024-08-18,0.0,99.0
617,9,103,2024-04-08,0.1,539.1
618,7,65,2024-08-02,0.15,381.65
619,11,110,2024-06-12,0.15,551.65
620,9,50,2024-12-02,0.05,569.05
621,1,95,2024-02-13,0.1,134.1
622,15,69,2024-12-02,0.1,269.1
623,13,118,2024-04-07,0.1,494.1
624,6,115,2024-03-15,0.0,179.0
625,4,29,2024-04-14,0.3,489.3
626,3,112,2024-06-06,0.1,449.1
627,5,58,2024-10-07,0.05,122.55
628,4,76,2024-12-20,0.0,699.0
629,4,87,2024-05-09,0.2,559.2
630,10,87,2024-08-23,0.1,170.1
631,8,79,2024-02-22,0.0,159.0
632,2,14,2024-03-23,0.0,199.0
633,9,117,2024-12-23,0.0,599.0
634,1,108,2024-01-19,0.15,126.65
635,2,6,2024-06-23,0.05,189.05
636,15,69,2024-10-27,0.0,299.0
637,5,60,2024-09-04,0.1,116.1
638,8,4,2024-03-25,0.1,143.1
639,3,43,2024-12-25,0.05,474.05
640,13,71,2024-01-08,0.1,494.1
641,12,66,2024-05-15,0.05,160.55
642,12,47,2024-11-29,0.05,160.55
643,5,14,2024-10-15,0.1,116.1
644,9,28,2024-12-03,0.1,539.1
645,4,9,2024-01-21,0.0,699.0
646,5,29,2024-03-16,0.0,129.0
647,10,88,2024-11-26,0.1,170.1
648,15,35,2024-09-09,0.0,299.0
649,7,18,2024-02-28,0.0,449.0
650,3,11,2024-11-20,0.05,474.05
651,8,95,2024-06-15,0.0,159.0
652,8,62,2024-01-10,0.15,135.15
653,8,49,2024-12-06,0.1,143.1
654,5,49,2024-06-16,0.1,116.1
655,14,52,2024-08-25,0.0,99.0
656,11,7,2024-10-21,0.05,616.55
657,8,31,2024-12-28,0.1,143.1
658,9,98,2024-12-11,0.05,569.05
659,5,112,2024-05-19,0.15,109.65
660,1,53,2024-01-22,0.1,134.1
661,8,14,2024-11-23,0.1,143.1
662,15,26,2024-10-06,0.05,284.05
663,12,111,2024-05-07,0.05,160.55
664,14,23,2024-07-14,0.1,89.1
