sale_id,product_id,customer_id,sales_date,discount,final_price,sales_rating
162,15,82,2024-08-10,0.05,284.05,4.5
163,8,39,2024-04-29,0.05,151.05,4.2
164,14,61,2024-09-10,0.0,99.0,4.3
165,7,52,2024-11-25,0.15,381.65,4.3
166,13,60,2024-07-02,0.05,521.55,4.0
167,2,22,2024-01-29,0.2,159.2,4.9
168,5,85,2024-11-27,0.1,116.1,4.0
169,15,48,2024-11-01,0.1,269.1,4.2
170,13,118,2024-06-24,0.05,521.55,4.1
171,4,58,2024-04-06,0.2,559.2,4.7
172,13,74,2024-11-25,0.05,521.55,4.7
173,4,120,2024-09-28,0.1,629.1,4.7
174,8,120,2024-03-13,0.0,159.0,4.3
175,7,29,2024-04-09,0.0,449.0,4.4
176,9,17,2024-07-28,0.05,569.05,3.4
177,7,11,2024-07-13,0.05,426.55,4.1
178,14,16,2024-05-04,0.05,94.05,4.7
179,13,39,2024-08-21,0.0,549.0,4.9
180,13,113,2024-03-26,0.05,521.55,4.3
181,5,12,2024-06-13,0.0,129.0,3.6
182,5,111,2024-09-21,0.0,129.0,3.8
183,8,15,2024-01-28,0.05,151.05,4.7
184,1,52,2024-10-30,0.0,149.0,4.0
185,1,80,2024-12-28,0.1,134.1,5.0
186,10,30,2024-02-09,0.2,151.2,4.2
187,9,74,2024-07-20,0.1,539.1,3.7
188,9,119,2024-04-06,0.05,569.05,3.7
189,5,1,2024-08-26,0.0,129.0,4.9
190,11,48,2024-02-18,0.15,551.65,4.6
191,11,105,2024-06-08,0.1,584.1,4.0
192,14,65,2024-01-15,0.0,99.0,5.0
193,14,108,2024-11-21,0.15,84.15,3.7
194,9,34,2024-04-01,0.0,599.0,4.1
195,15,82,2024-07-16,0.0,299.0,4.9
196,7,111,2024-09-18,0.05,426.55,3.9
197,2,45,2024-04-06,0.1,179.1,3.4
198,15,28,2024-02-14,0.0,299.0,4.1
199,7,86,2024-01-10,0.0,449.0,4.1
200,9,41,2024-07-12,0.0,599.0,4.7
201,8,66,2024-11-05,0.1,143.1,3.9
202,11,68,2024-04-16,0.05,616.55,4.9
203,13,20,2024-09-03,0.1,494.1,4.3
204,13,110,2024-12-12,0.0,549.0,3.7
205,10,83,2024-01-03,0.05,179.55,4.3
206,11,33,2024-07-19,0.05,616.55,4.0
207,12,62,2024-04-21,0.1,152.1,5.0
208,2,94,2024-02-03,0.2,159.2,4.5
209,8,47,2024-11-14,0.05,151.05,4.8
210,14,65,2024-02-16,0.2,79.2,3.1
211,13,10,2024-02-01,0.15,466.65,3.4
212,12,11,2024-11-28,0.05,160.55,4.2
213,2,89,2024-08-02,0.05,189.05,4.4
214,8,82,2024-08-25,0.05,151.05,3.6
215,10,27,2024-12-23,0.0,189.0,3.8
216,15,107,2024-11-07,0.05,284.05,4.9
217,9,18,2024-02-18,0.05,569.05,4.6
218,8,10,2024-02-29,0.0,159.0,4.0
219,2,104,2024-06-12,0.3,139.3,4.0
220,4,82,2024-07-08,0.0,699.0,4.1
221,2,32,2024-09-25,0.1,179.1,4.9
222,9,66,2024-12-23,0.0,599.0,5.0
223,15,98,2024-02-16,0.05,284.05,4.5
224,8,68,2024-03-03,0.15,135.15,4.8
225,6,21,2024-07-10,0.05,170.05,4.3
226,2,4,2024-03-15,0.0,199.0,4.5
227,3,15,2024-05-24,0.05,474.05,4.2
228,6,95,2024-12-07,0.1,161.1,4.5
229,3,90,2024-04-19,0.2,399.2,4.3
230,3,66,2024-01-28,0.05,474.05,4.8
231,15,46,2024-05-05,0.0,299.0,4.4
232,14,85,2024-05-23,0.15,84.15,3.5
233,10,112,2024-08-30,0.0,189.0,3.9
234,4,53,2024-07-25,0.3,489.3,4.1
235,3,30,2024-02-22,0.0,499.0,4.9
236,12,7,2024-04-30,0.1,152.1,5.0
237,15,36,2024-11-27,0.0,299.0,4.9
238,7,102,2024-04-09,0.0,449.0,3.5
239,8,100,2024-08-18,0.0,159.0,4.4
240,10,100,2024-11-10,0.05,179.55,5.0
241,2,107,2024-09-09,0.1,179.1,4.9
242,15,110,2024-04-16,0.0,299.0,5.0
243,4,50,2024-11-09,0.15,594.15,4.7
244,12,46,2024-09-06,0.15,143.65,4.3
245,11,57,2024-12-27,0.05,616.55,3.5
246,13,14,2024-10-22,0.05,521.55,4.9
247,9,63,2024-07-01,0.0,599.0,4.0
248,12,85,2024-04-10,0.05,160.55,4.5
249,11,98,2024-12-24,0.2,519.2,3.8
250,4,116,2024-09-10,0.1,629.1,4.9
251,14,107,2024-08-08,0.15,84.15,4.0
252,11,109,2024-08-12,0.1,584.1,4.3
253,11,19,2024-12-17,0.05,616.55,5.0
254,12,4,2024-06-13,0.05,160.55,4.8
255,8,2,2024-06-02,0.05,151.05,4.9
256,10,79,2024-03-10,0.05,179.55,3.6
257,12,30,2024-12-12,0.2,135.2,4.8
258,10,71,2024-10-25,0.0,189.0,4.7
259,15,19,2024-11-20,0.2,239.2,3.9
260,12,67,2024-09-09,0.0,169.0,3.9
261,4,92,2024-12-22,0.0,699.0,4.0
262,4,43,2024-02-18,0.05,664.05,4.2
263,15,27,2024-01-15,0.05,284.05,5.0
264,6,57,2024-06-28,0.15,152.15,4.7
265,12,48,2024-10-15,0.0,169.0,4.3
266,7,95,2024-04-21,0.05,426.55,4.6
267,1,111,2024-04-27,0.0,149.0,4.2
268,9,95,2024-09-17,0.1,539.1,3.5
269,8,22,2024-07-16,0.0,159.0,4.4
270,8,7,2024-11-29,0.05,151.05,4.1
271,5,29,2024-03-10,0.1,116.1,3.3
272,5,21,2024-11-30,0.0,129.0,4.2
273,6,41,2024-02-27,0.05,170.05,3.5
274,1,55,2024-03-06,0.1,134.1,4.3
275,9,10,2024-12-18,0.0,599.0,4.6
276,13,101,2024-07-23,0.0,549.0,4.4
277,10,62,2024-07-24,0.1,170.1,4.7
278,3,72,2024-01-01,0.1,449.1,4.1
279,6,58,2024-03-09,0.0,179.0,4.1
280,2,95,2024-12-13,0.1,179.1,4.9
281,6,116,2024-11-20,0.15,152.15,3.8
282,13,50,2024-08-09,0.05,521.55,3.3
283,10,103,2024-05-03,0.15,160.65,4.4
284,12,70,2024-08-07,0.15,143.65,5.0
285,13,111,2024-08-17,0.1,494.1,3.7
286,3,56,2024-03-27,0.1,449.1,4.9
287,11,115,2024-07-18,0.0,649.0,4.1
288,5,52,2024-06-07,0.0,129.0,3.9
289,4,47,2024-11-21,0.1,629.1,4.0
290,1,25,2024-01-26,0.1,134.1,4.1
291,4,2,2024-07-02,0.05,664.05,3.5
292,8,48,2024-08-04,0.15,135.15,3.7
293,12,50,2024-05-27,0.2,135.2,3.4
294,8,70,2024-07-13,0.0,159.0,3.6
295,3,66,2024-10-20,0.15,424.15,3.4
296,6,73,2024-04-02,0.1,161.1,4.8
297,2,63,2024-11-30,0.05,189.05,4.3
298,8,13,2024-08-02,0.05,151.05,5.0
299,6,6,2024-04-22,0.0,179.0,4.4
300,10,106,2024-07-11,0.05,179.55,3.8
301,2,93,2024-03-13,0.05,189.05,4.5
302,11,70,2024-12-29,0.05,616.55,4.5
303,3,37,2024-11-28,0.1,449.1,3.4
304,14,58,2024-02-03,0.1,89.1,3.8
305,11,80,2024-04-28,0.1,584.1,4.0
306,9,68,2024-10-22,0.0,599.0,5.0
307,6,113,2024-05-18,0.05,170.05,4.4
308,1,73,2024-09-16,0.0,149.0,4.9
309,10,19,2024-12-04,0.05,179.55,3.9
310,4,13,2024-12-26,0.05,664.05,4.1
311,4,69,2024-01-23,0.2,559.2,3.8
312,4,17,2024-12-29,0.15,594.15,4.6
313,2,49,2024-01-26,0.05,189.05,4.9
314,8,67,2024-04-17,0.15,135.15,3.8
315,7,8,2024-06-19,0.0,449.0,4.4
316,4,37,2024-07-29,0.05,664.05,4.4
317,2,52,2024-11-24,0.0,199.0,4.8
318,8,1,2024-02-14,0.1,143.1,4.9
319,3,48,2024-05-04,0.0,499.0,3.3
320,13,40,2024-02-09,0.05,521.55,3.9
321,7,66,2024-12-22,0.05,426.55,4.1
322,6,1,2024-04-16,0.3,125.3,4.8
323,10,60,2024-09-09,0.1,170.1,4.2
324,9,21,2024-10-02,0.05,569.05,3.6
325,10,21,2024-12-24,0.15,160.65,4.0
326,5,88,2024-06-26,0.1,116.1,4.1
327,11,63,2024-12-09,0.15,551.65,4.4
328,8,119,2024-04-28,0.0,159.0,3.7
329,9,21,2024-03-11,0.2,479.2,4.5
330,6,41,2024-04-23,0.05,170.05,4.2
331,10,78,2024-02-24,0.0,189.0,4.1
332,3,79,2024-03-21,0.1,449.1,4.1
333,5,77,2024-11-07,0.0,129.0,4.6
334,13,83,2024-09-11,0.15,466.65,5.0
335,13,98,2024-03-18,0.05,521.55,3.7
336,4,101,2024-04-19,0.05,664.05,5.0
337,4,54,2024-01-25,0.15,594.15,4.7
338,2,91,2024-03-27,0.05,189.05,3.9
339,8,39,2024-04-23,0.0,159.0,4.1
340,13,112,2024-11-21,0.0,549.0,4.1
341,14,83,2024-07-04,0.05,94.05,4.0
342,9,71,2024-08-18,0.05,569.05,4.4
343,6,19,2024-12-22,0.05,170.05,4.5
344,8,78,2024-01-16,0.05,151.05,4.2
345,8,117,2024-07-13,0.0,159.0,4.9
346,15,77,2024-12-28,0.05,284.05,4.0
347,15,13,2024-10-04,0.05,284.05,4.7
348,8,66,2024-11-01,0.05,151.05,4.5
349,15,99,2024-10-10,0.1,269.1,4.4
350,13,83,2024-06-16,0.05,521.55,4.5
351,6,86,2024-03-13,0.0,179.0,3.6
352,1,56,2024-04-14,0.0,149.0,4.0
353,1,46,2024-04-05,0.05,141.55,3.8
354,15,84,2024-06-23,0.0,299.0,3.3
355,9,58,2024-07-05,0.0,599.0,4.1
356,15,119,2024-10-03,0.1,269.1,4.4
357,2,106,2024-12-03,0.05,189.05,4.3
358,1,55,2024-06-26,0.1,134.1,4.1
359,15,43,2024-02-05,0.05,284.05,4.4
360,15,34,2024-12-03,0.15,254.15,4.2
361,5,107,2024-09-01,0.15,109.65,3.9
362,12,15,2024-11-18,0.1,152.1,5.0
363,11,37,2024-03-04,0.05,616.55,4.6
364,6,52,2024-03-03,0.05,170.05,5.0
365,5,115,2024-08-12,0.1,116.1,4.5
366,6,74,2024-11-07,0.05,170.05,3.7
367,1,11,2024-04-14,0.0,149.0,4.1
368,8,70,2024-09-25,0.05,151.05,4.6
369,2,6,2024-05-01,0.1,179.1,4.2
370,3,99,2024-07-29,0.05,474.05,3.8
371,11,33,2024-06-13,0.1,584.1,4.4
372,3,28,2024-05-23,0.05,474.05,4.1
373,8,48,2024-01-29,0.1,143.1,3.6
374,11,97,2024-09-08,0.1,584.1,4.2
375,8,44,2024-01-19,0.0,159.0,3.8
376,4,119,2024-01-01,0.05,664.05,3.4
377,11,8,2024-01-22,0.05,616.55,4.0
378,7,29,2024-08-13,0.1,404.1,5.0
379,2,24,2024-06-09,0.0,199.0,3.7
380,9,80,2024-03-05,0.05,569.05,4.1
381,5,16,2024-09-17,0.05,122.55,5.0
382,2,2,2024-11-24,0.05,189.05,4.0
383,14,19,2024-02-09,0.1,89.1,5.0
384,7,61,2024-08-25,0.15,381.65,3.3
385,15,75,2024-04-11,0.0,299.0,4.1
386,6,14,2024-08-12,0.1,161.1,4.3
387,10,96,2024-12-03,0.0,189.0,4.1
388,11,38,2024-11-03,0.1,584.1,5.0
389,1,97,2024-03-05,0.05,141.55,3.8
390,4,73,2024-07-17,0.15,594.15,4.5
391,2,104,2024-07-10,0.05,189.05,3.9
392,4,88,2024-12-13,0.0,699.0,4.9
393,15,116,2024-07-11,0.15,254.15,4.3
394,8,31,2024-12-18,0.15,135.15,4.2
395,8,113,2024-12-21,0.0,159.0,4.2
396,8,45,2024-12-03,0.15,135.15,3.6
397,6,119,2024-03-03,0.2,143.2,3.1
398,4,73,2024-12-13,0.05,664.05,4.1
399,7,69,2024-05-31,0.05,426.55,4.7
400,15,37,2024-05-25,0.0,299.0,4.1
401,14,27,2024-06-03,0.0,99.0,5.0
402,4,16,2024-07-06,0.1,629.1,4.3
403,6,108,2024-07-25,0.15,152.15,3.9
404,2,50,2024-05-29,0.0,199.0,4.0
405,6,119,2024-07-06,0.15,152.15,3.8
406,10,14,2024-02-08,0.0,189.0,4.6
407,2,52,2024-08-12,0.05,189.05,4.6
408,4,89,2024-01-20,0.0,699.0,4.8
409,14,5,2024-04-14,0.05,94.05,4.6
410,10,101,2024-08-10,0.0,189.0,4.6
411,2,16,2024-05-26,0.05,189.05,3.6
412,6,61,2024-12-25,0.0,179.0,3.7
413,14,61,2024-08-10,0.2,79.2,3.6
414,7,20,2024-05-12,0.15,381.65,4.1
415,11,66,2024-05-15,0.05,616.55,5.0
416,14,13,2024-10-23,0.0,99.0,4.8
417,2,86,2024-06-27,0.0,199.0,3.8
418,6,84,2024-10-25,0.15,152.15,3.8
419,1,35,2024-02-08,0.1,134.1,3.6
420,15,101,2024-05-25,0.05,284.05,4.3
421,8,68,2024-05-28,0.1,143.1,3.1
422,1,34,2024-06-18,0.3,104.3,5.0
423,15,84,2024-05-29,0.05,284.05,5.0
424,13,10,2024-09-02,0.0,549.0,4.4
425,11,65,2024-09-18,0.3,454.3,4.2
426,4,30,2024-08-10,0.1,629.1,4.5
427,1,60,2024-06-28,0.2,119.2,4.7
428,13,76,2024-10-11,0.0,549.0,3.3
429,7,3,2024-10-04,0.1,404.1,3.5
430,3,15,2024-06-16,0.1,449.1,5.0
431,8,42,2024-06-23,0.05,151.05,3.4
432,11,24,2024-09-02,0.05,616.55,4.4
433,6,27,2024-03-24,0.1,161.1,4.0
434,15,47,2024-06-10,0.0,299.0,4.7
435,2,111,2024-11-21,0.1,179.1,4.5
436,1,1,2024-01-30,0.0,149.0,4.0
437,1,110,2024-10-13,0.05,141.55,4.0
438,3,98,2024-03-02,0.05,474.05,4.9
439,7,57,2024-03-24,0.3,314.3,4.4
440,6,14,2024-07-09,0.15,152.15,3.9
441,15,29,2024-05-09,0.1,269.1,3.9
442,14,85,2024-04-08,0.0,99.0,4.5
443,15,60,2024-11-02,0.05,284.05,4.0
444,14,57,2024-10-29,0.1,89.1,3.9
445,13,91,2024-10-17,0.05,521.55,3.9
446,10,22,2024-12-05,0.05,179.55,4.2
447,2,75,2024-02-04,0.05,189.05,4.4
448,6,101,2024-11-30,0.1,161.1,4.5
449,15,19,2024-03-04,0.0,299.0,3.4
450,4,19,2024-11-14,0.05,664.05,5.0
451,11,7,2024-07-10,0.05,616.55,4.3
452,7,61,2024-03-23,0.05,426.55,4.4
453,5,76,2024-09-07,0.15,109.65,4.4
454,11,118,2024-11-16,0.2,519.2,4.6
455,8,116,2024-07-31,0.2,127.2,4.0
456,14,50,2024-08-04,0.15,84.15,4.8
457,2,73,2024-08-25,0.15,169.15,4.1
458,15,81,2024-12-02,0.15,254.15,4.8
459,7,72,2024-02-19,0.1,404.1,3.8
460,1,119,2024-01-10,0.3,104.3,3.5
461,4,114,2024-04-12,0.05,664.05,4.4
462,2,1,2024-03-21,0.05,189.05,4.7
463,4,77,2024-12-31,0.15,594.15,5.0
464,1,109,2024-05-14,0.0,149.0,4.1
465,9,7,2024-06-08,0.05,569.05,3.8
466,15,67,2024-04-11,0.0,299.0,3.0
467,15,19,2024-08-28,0.1,269.1,4.6
468,14,50,2024-05-28,0.2,79.2,4.9
469,15,1,2024-01-20,0.1,269.1,4.0
470,6,52,2024-07-22,0.0,179.0,3.5
471,2,87,2024-11-19,0.15,169.15,4.7
472,5,27,2024-02-08,0.0,129.0,4.7
473,4,68,2024-08-25,0.15,594.15,3.8
474,3,63,2024-07-10,0.1,449.1,4.9
475,3,25,2024-05-20,0.1,449.1,4.0
476,14,104,2024-06-17,0.0,99.0,4.4
477,1,105,2024-11-11,0.15,126.65,4.6
478,15,63,2024-07-22,0.0,299.0,3.5
479,3,101,2024-06-01,0.15,424.15,5.0
480,12,69,2024-07-03,0.1,152.1,4.3
481,11,52,2024-03-20,0.15,551.65,5.0
482,15,105,2024-07-12,0.0,299.0,4.1
483,15,84,2024-01-27,0.05,284.05,5.0
484,1,82,2024-06-09,0.2,119.2,4.3
485,3,8,2024-06-14,0.0,499.0,3.7
486,8,108,2024-11-15,0.0,159.0,3.8
487,10,39,2024-08-03,0.1,170.1,3.9
488,1,47,2024-02-12,0.0,149.0,5.0
489,15,12,2024-04-17,0.15,254.15,3.9
490,4,98,2024-11-10,0.1,629.1,3.7
491,10,31,2024-03-08,0.1,170.1,3.9
492,12,12,2024-09-15,0.0,169.0,4.2
493,8,41,2024-08-16,0.0,159.0,5.0
494,1,26,2024-04-01,0.2,119.2,4.4
495,11,51,2024-08-02,0.1,584.1,3.5
496,12,93,2024-06-11,0.1,152.1,4.6
497,15,12,2024-12-23,0.05,284.05,4.3
498,6,107,2024-07-15,0.05,170.05,4.2
499,15,53,2024-09-01,0.0,299.0,5.0
500,12,52,2024-12-15,0.1,152.1,4.2
501,5,25,2024-02-01,0.1,116.1,4.5
502,7,45,2024-06-21,0.15,381.65,4.3
503,1,53,2024-10-16,0.05,141.55,3.7
504,8,17,2024-07-27,0.05,151.05,5.0
505,14,95,2024-12-10,0.15,84.15,4.1
506,14,116,2024-11-19,0.15,84.15,4.1
507,9,21,2024-01-10,0.0,599.0,4.2
508,9,18,2024-06-30,0.05,569.05,4.3
509,12,96,2024-12-24,0.15,143.65,4.8
510,2,40,2024-01-20,0.0,199.0,4.5
511,1,29,2024-03-04,0.3,104.3,3.6
512,11,63,2024-03-27,0.05,616.55,4.7
513,2,1,2024-02-08,0.0,199.0,4.2
514,8,100,2024-05-16,0.1,143.1,3.3
515,6,36,2024-02-14,0.1,161.1,3.9
516,4,22,2024-09-16,0.1,629.1,2.9
517,1,92,2024-11-11,0.1,134.1,3.8
518,5,120,2024-05-25,0.1,116.1,4.9
519,9,23,2024-08-12,0.15,509.15,4.0
520,5,10,2024-11-30,0.05,122.55,5.0
521,10,8,2024-07-28,0.05,179.55,3.7
522,15,106,2024-12-18,0.0,299.0,3.9
523,4,92,2024-08-02,0.05,664.05,4.4
524,6,98,2024-09-13,0.2,143.2,4.3
525,2,13,2024-10-25,0.0,199.0,4.5
526,15,23,2024-05-30,0.0,299.0,4.2
527,9,94,2024-09-26,0.05,569.05,4.2
528,1,19,2024-05-02,0.2,119.2,5.0
529,10,108,2024-11-22,0.0,189.0,4.7
530,13,51,2024-06-26,0.15,466.65,3.7
531,2,24,2024-12-26,0.1,179.1,4.8
532,6,22,2024-01-24,0.15,152.15,4.8
533,13,119,2024-12-15,0.15,466.65,4.0
534,12,97,2024-11-07,0.0,169.0,5.0
535,13,102,2024-11-12,0.1,494.1,4.1
536,9,58,2024-06-03,0.1,539.1,4.7
537,9,92,2024-09-11,0.1,539.1,5.0
538,5,11,2024-08-31,0.0,129.0,4.2
539,7,16,2024-12-24,0.0,449.0,4.1
540,9,27,2024-05-06,0.0,599.0,3.8
541,15,72,2024-10-15,0.05,284.05,4.5
542,12,115,2024-06-13,0.1,152.1,4.1
543,8,58,2024-04-27,0.0,159.0,4.3
544,10,35,2024-12-03,0.3,132.3,4.5
545,14,104,2024-07-29,0.05,94.05,5.0
546,13,89,2024-03-16,0.15,466.65,4.5
547,3,88,2024-11-19,0.05,474.05,5.0
548,1,70,2024-10-02,0.1,134.1,3.6
549,1,76,2024-11-22,0.15,126.65,3.7
550,10,91,2024-11-07,0.0,189.0,4.3
551,10,48,2024-12-08,0.15,160.65,4.2
552,13,57,2024-11-21,0.1,494.1,3.6
553,11,93,2024-10-24,0.2,519.2,4.3
554,6,85,2024-01-01,0.05,170.05,3.8
555,4,16,2024-03-17,0.05,664.05,5.0
556,6,52,2024-02-20,0.05,170.05,4.6
557,6,72,2024-09-20,0.05,170.05,3.9
